"","Item_Number","Set_Name","Amazon_Price","Year","Pages","unique_pieces","Theme","Pieces","Price","Ages","Minifigures","Packaging","Weight","Availability","Size"
"807","42112","Concrete Mixer Truck",NA,2020,NA,"127","Technic","1163",NA,"Ages_10+",NA,"Box","2.08Kg (4.58 lb)","Retail","Small"
"808","42113","Bell-Boeing V-22 Osprey",NA,2020,NA,"167","Technic","1636",NA,"Ages_11+",NA,"Box","2.44Kg (5.37 lb)","Retail","Small"
"809","42114","6x6 Volvo Articulated Hauler",NA,2020,NA,"235","Technic","2193",NA,"Ages_11+",NA,"Box","3.62Kg (7.97 lb)","Retail","Small"
"810","42115","Lamborghini Sián FKP 37",NA,2020,NA,"295","Technic","3696",NA,"Ages_18+",NA,"Box","7.18Kg (15.81 lb)","Retail - limited","Small"
"811","42116","Skid Steer Loader","-",2021,NA,"50","Technic","140",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"812","42117","Race Plane","-",2021,NA,"64","Technic","145",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"813","42118","Monster Jam Grave Digger","295.20 Kr*",2021,NA,"56","Technic","212",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"814","42119","Monster Jam Max-D","567.98 Kr",2021,NA,"60","Technic","230",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"815","42120","Rescue Hovercraft","-",2021,NA,"114","Technic","457",NA,"Ages_8+",NA,"Box","NA","Retail","Small"
"816","42121","Heavy Duty Excavator","-",2021,NA,"115","Technic","569",NA,"Ages_8+",NA,"Box","NA","Retail","Small"
"817","42122","Jeep Wrangler","482.18 Kr",2021,NA,"107","Technic","665",NA,"Ages_9+",NA,"Box","NA","Retail","Small"
"818","42123","McLaren Senna GTR","535.00 Kr",2021,NA,"130","Technic","830",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"819","42124","Off-Road Buggy","-",2021,NA,"82","Technic","374",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"820","42125","Ferrari 488 GTE 'AF Corse #51'","-",2021,NA,"237","Technic","1677",NA,"Ages_18+",NA,"Box","NA","Retail","Small"
"821","42126","Ford F-150 Raptor","-",2021,NA,"165","Technic","1379",NA,"Ages_18+",NA,"NA","NA","Retail","Small"
"822","42127","The Batman - Batmobile","865.28 Kr",2022,NA,"192","Technic","1360",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"823","42128","Heavy-Duty Tow Truck","-",2021,NA,"230","Technic","2017",NA,"Ages_11+",NA,"Box","NA","Retail","Small"
"824","42129","4x4 Mercedes-Benz Zetros Trial Truck","-",2021,NA,"242","Technic","2110",NA,"Ages_12+",NA,"Box","NA","Retail","Small"
"825","42130","BMW M 1000 RR","-",2022,NA,"307","Technic","1920",NA,"Ages_18+",NA,"Box","NA","Retail","Small"
"826","42131","Cat D11 Bulldozer","-",2021,NA,"230","Technic","3854",NA,"Ages_18+",NA,"Box","NA","Retail","Small"
"827","42132","Motorcycle","81.27 Kr",2022,NA,"55","Technic","163",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"828","42133","Telehandler","184.88 Kr*",2022,NA,"52","Technic","143",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"829","42134","Monster Jam Megalodon","196.33 Kr",2022,NA,"61","Technic","260",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"830","42135","Monster Jam El Toro Loco","223.41 Kr",2022,NA,"61","Technic","247",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"831","42136","John Deere 9620R 4WD Tractor","-",2022,NA,"109","Technic","390",NA,"Ages_8+",NA,"Box","NA","Retail","Small"
"832","42137","Formula E Porsche 99x Electric","-",2022,NA,"95","Technic","422",NA,"Ages_9+",NA,"Box","NA","Retail","Small"
"833","42138","Ford Mustang Shelby GT500","428.00 Kr",2022,NA,"122","Technic","544",NA,"Ages_9+",NA,"Box","NA","Retail","Small"
"834","42139","All-Terrain Vehicle","737.35 Kr",2022,NA,"129","Technic","764",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"835","42140","App-Controlled Transformation Vehicle","1227 Kr",2022,NA,"112","Technic","772",NA,"Ages_9+",NA,"Box","NA","Retail","Small"
"836","42141","McLaren Formula 1 Race Car","-",2022,NA,"209","Technic","1432",NA,"Ages_18+",NA,"Box","NA","Retail","Small"
"837","42143","Ferrari Daytona SP3","4266 Kr",2022,NA,"349","Technic","3778",NA,"Ages_18+",NA,"Box","NA","Retail - limited","Small"
"838","42144","Material Handler","914.24 Kr",2022,NA,"124","Technic","835",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"839","42145","Airbus H175 Rescue Helicopter","1727 Kr",2022,NA,"259","Technic","2001",NA,"Ages_11+",NA,"Box","NA","Retail","Small"
"840","42147",NA,"94.74 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"841","42148",NA,"81.27 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"842","42149",NA,"196.33 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"843","42150",NA,"196.33 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"844","42151",NA,"428.00 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"845","42152",NA,"1038 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"846","42153",NA,"433.42 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"847","42154",NA,"1009 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"848","42155",NA,"433.35 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"849","42156",NA,"1618 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"850","42157",NA,"1686 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"851","42158",NA,"835.21 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"852","43101","Ice Cream Saxophonist",NA,2021,NA,NA,"Vidiyo","9",NA,"Ages_7+","1","Box with handle","NA","Retail","Small"
"853","43102","Candy Mermaid BeatBox",NA,2021,NA,"27","Vidiyo","71",NA,"Ages_7+","1,","Box","NA","Retail","Small"
"854","43103","Punk Pirate BeatBox",NA,2021,NA,"45","Vidiyo","73",NA,"Ages_7+","1,","Box","NA","Retail","Small"
"855","43104","Alien DJ BeatBox",NA,2021,NA,"46","Vidiyo","73",NA,"Ages_7+","1,","Box","NA","Retail","Small"
"856","43105","Party Llama BeatBox",NA,2021,NA,"46","Vidiyo","82",NA,"Ages_7+","1,","Box","NA","Retail","Small"
"857","43106","Unicorn DJ BeatBox",NA,2021,NA,"45","Vidiyo","84",NA,"Ages_7+","1,","Box","NA","Retail","Small"
"858","43107","HipHop Robot BeatBox",NA,2021,NA,"50","Vidiyo","73",NA,"Ages_7+","1,","Box","NA","Retail","Small"
"859","43108","Alien Dancer",NA,2021,NA,NA,"Vidiyo","12",NA,"Ages_7+","1","Box with handle","NA","Retail - limited","Small"
"860","43109","Metal Dragon BeatBox",NA,2021,NA,"28","Vidiyo","86",NA,"Ages_7+","1,","Box","NA","Retail","Small"
"861","43110","Folk Fairy BeatBox",NA,2021,NA,"25","Vidiyo","89",NA,"Ages_7+","1,","Box","NA","Retail","Small"
"862","43111","Candy Castle Stage",NA,2021,NA,"123","Vidiyo","344",NA,"Ages_7+","2,","Box","NA","Retail","Small"
"863","43112","Robo HipHop Car",NA,2021,NA,"130","Vidiyo","387",NA,"Ages_7+","2,","Box","NA","Retail","Small"
"864","43113","K-Pawp Concert",NA,2021,NA,"156","Vidiyo","514",NA,"Ages_8+","3,","Box","NA","Retail","Small"
"865","43114","Punk Pirate Ship",NA,2021,NA,"194","Vidiyo","615",NA,"Ages_8+","3,","Box","NA","Retail","Small"
"866","43115","The Boombox",NA,2021,NA,"235","Vidiyo","996",NA,"Ages_9+","4,","Box","NA","Retail","Small"
"867","43170","Moana's Ocean Adventure",NA,2020,NA,"39","Disney","46",NA,"Ages_6+","1","Box","0.08Kg (0.18 lb)","Retail","Small"
"868","43173","Aurora's Royal Carriage",NA,2020,NA,"35","Disney","62",NA,"Ages_5+","1,","Box","0.1Kg (0.22 lb)","Retail","Small"
"869","43174","Mulan's Storybook Adventures",NA,2020,NA,"72","Disney","124",NA,"Ages_5+","3,","Box","0.23Kg (0.51 lb)","Retail","Small"
"870","43175","Anna and Elsa's Storybook Adventures",NA,2020,NA,"71","Disney","133",NA,"Ages_5+","4,","Box","0.24Kg (0.53 lb)","Retail","Small"
"871","43176","Ariel's Storybook Adventures",NA,2020,NA,"61","Disney","105",NA,"Ages_5+","3,","Box","0.23Kg (0.51 lb)","Retail","Small"
"872","43177","Belle's Storybook Adventures",NA,2020,NA,"71","Disney","111",NA,"Ages_5+","6,","Box","0.23Kg (0.51 lb)","Retail","Small"
"873","43178","Cinderella's Castle Celebration",NA,2020,NA,"96","Disney","168",NA,"Ages_4+","1,","Box","0.42Kg (0.93 lb)","Retail","Small"
"874","43179","Mickey Mouse and Minnie Mouse",NA,2020,NA,"421","Disney","1739",NA,"Ages_18+",NA,"Box","NA","LEGO exclusive","Small"
"875","43180","Belle's Castle Winter Celebration",NA,2020,NA,"146","Disney","238",NA,"Ages_4+","8,","Box","0.59Kg (1.3 lb)","Retail","Small"
"876","43181","Raya and the Heart Palace","737.28 Kr",2021,NA,"210","Disney","610",NA,"Ages_7+","2,","Box","NA","Retail","Small"
"877","43182","Mulan's Training Grounds",NA,2020,NA,"94","Disney","157",NA,"Ages_6+","1,","Box","0.32Kg (0.7 lb)","Retail","Small"
"878","43183","Moana's Island Home",NA,2020,NA,"121","Disney","202",NA,"Ages_6+","1","Box","0.36Kg (0.79 lb)","Retail","Small"
"879","43184","Raya and Sisu Dragon","-",2021,NA,"107","Disney","216",NA,"Ages_NA","1","Box","0Kg (0 lb)","Retail","Small"
"880","43185","Boun's Boat","-",2021,NA,"128","Disney","247",NA,"Ages_NA","2,","Box","0Kg (0 lb)","Retail","Small"
"881","43186","Bruni the Salamander Buildable Character","-",2021,NA,"52","Disney","96",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"882","43187","Rapunzel's Tower",NA,2020,NA,"185","Disney","369",NA,"Ages_6+","2,","Box","NA","Retail","Small"
"883","43188","Aurora's Forest Cottage",NA,2020,NA,"163","Disney","300",NA,"Ages_5+","2,","Box","NA","Retail","Small"
"884","43189","Elsa and the Nokk Storybook Adventures","304.75 Kr*",2021,NA,"75","Disney","125",NA,"Ages_5+","5,","Box","NA","Retail","Small"
"885","43191","Ariel's Celebration Boat","642.81 Kr",2021,NA,"76","Disney","114",NA,"Ages_4+","2,","Box","NA","Retail","Small"
"886","43192","Cinderella's Royal Carriage","-",2021,NA,"91","Disney","237",NA,"Ages_6+","2,","Box","0.45Kg (0.98 lb)","Retail","Small"
"887","43193","Ariel, Belle, Cinderella and Tiana's Storybook Adventures","311.11 Kr",2021,NA,"75","Disney","130",NA,"Ages_5+","5,","Box","NA","Retail","Small"
"888","43194","Anna and Elsa's Frozen Wonderland","453.67 Kr",2021,NA,"92","Disney","154",NA,"Ages_4+","6,","Box","NA","Retail","Small"
"889","43195","Belle and Rapunzel's Royal Stables","541.43 Kr*",2021,NA,"111","Disney","239",NA,"Ages_5+","2,","Box","NA","Retail","Small"
"890","43196","Belle and the Beast's Castle","-",2021,NA,"256","Disney","505",NA,"Ages_NA","9,","Box","NA","Retail","Small"
"891","43197","The Ice Castle","-",2021,NA,"389","Disney","1709",NA,"Ages_14+","9,","Box","NA","LEGO exclusive","Small"
"892","43198","Anna's Castle Courtyard","92.10 Kr",2022,NA,"40","Disney","74",NA,"Ages_5+","1,","Box","NA","Retail","Small"
"893","43199","Elsa's Castle Courtyard","92.10 Kr",2022,NA,"31","Disney","53",NA,"Ages_5+","2,","Box","NA","Retail","Small"
"894","43200","Antonio's Magical Door","382.29 Kr",2021,NA,"58","Disney","99",NA,"Ages_5+","2,","Box","NA","Retail","Small"
"895","43201","Isabela's Magical Door","250.50 Kr*",2021,NA,"65","Disney","114",NA,"Ages_5+","3,","Box","NA","Retail","Small"
"896","43202","The Madrigal House","406.33 Kr",2021,NA,"239","Disney","587",NA,"Ages_NA","3,","Box","NA","Retail","Small"
"897","43203","Aurora, Merida and Tiana's Enchanted Creations","-",2022,NA,"186","Disney","558",NA,"Ages_NA","3,","Box","NA","Retail","Small"
"898","43204","Anna and Olaf's Castle Fun","359.74 Kr",2022,NA,"71","Disney","108",NA,"Ages_4+","2,","Box","NA","Retail","Small"
"899","43205","Ultimate Adventure Castle","873.34 Kr",2022,NA,"270","Disney","698",NA,"Ages_NA","5,","Box","NA","Retail","Small"
"900","43206","Cinderella and Prince Charming's Castle","643.36 Kr",2022,NA,"182","Disney","365",NA,"Ages_5+","3,","Box","NA","Retail","Small"
"901","43207","Ariel's Underwater Palace","-",2022,NA,"197","Disney","498",NA,"Ages_NA","3,","Box","NA","Retail","Small"
"902","43208","Jasmine and Mulan's Adventure","344.84 Kr",2022,NA,"106","Disney","176",NA,"Ages_5+","2,","Box","NA","Retail","Small"
"903","43209","Elsa and the Nokk's Ice Stable","148.92 Kr",2022,NA,"29","Disney","53",NA,"Ages_4+","1,","Box","0.15Kg (0.33 lb)","Retail","Small"
"904","43210",NA,"264.11 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"905","43211",NA,"270.89 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"906","43212",NA,"331.84 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"907","43213",NA,"189.62 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"908","43214",NA,"88.04 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"909","43215",NA,"1422 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"910","43216",NA,"482.18 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"911","43217",NA,"535.00 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"912","43218",NA,"146.28 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"913","43219",NA,"265.47 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"914","43220",NA,"101.58 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"915","43221",NA,"482.18 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"916","43225",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"917","45026","Tubes",NA,2020,NA,"49","Education","150",NA,"Ages_3+",NA,"Box","NA","Educational","Small"
"918","45027","Letters",NA,2020,NA,"33","Education","130",NA,"Ages_3 - 6",NA,"Box","NA","Educational","Small"
"919","45028","My XL World",NA,2020,NA,"110","Education","480",NA,"Ages_2 - 6","6","Box","NA","Educational","Small"
"920","45029","Animals",NA,2020,NA,"59","Education","91",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"921","45030","People",NA,2020,NA,"44","Education","18",NA,"Ages_NA","26,","NA","NA","NA","Small"
"922","45345","SPIKE Essential Set",NA,2021,NA,"125","Education","442",NA,"Ages_NA","4","Tub","NA","Educational","Small"
"923","45400","BricQ Motion Prime",NA,2021,NA,"140","Education","562",NA,"Ages_10+",NA,"NA","NA","NA","Small"
"924","45401","BricQ Motion Essential",NA,2021,NA,"154","Education","523",NA,"Ages_6+",NA,"NA","NA","NA","Small"
"925","45601","Large Hub",NA,2020,NA,"2","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"926","45602","Large Angular Motor",NA,2020,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"927","45603","Medium Angular Motor",NA,2020,NA,NA,"Education","1",NA,"Ages_6+",NA,"NA","NA","NA","Small"
"928","45604","Distance Sensor",NA,2020,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"929","45605","Colour Sensor",NA,2020,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"930","45606","Force Sensor",NA,2020,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"931","45607","Small Angular Motor",NA,2021,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"932","45608","3×3 Color Light Matrix",NA,2021,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"933","45609","Small Hub",NA,2021,NA,"2","Education","2",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"934","45610","Large hub battery",NA,2020,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"935","45611","Micro USB connector cable",NA,2020,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"936","45612","Small Hub Battery",NA,2021,NA,"1","Education","1",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"937","45678","SPIKE Prime Set",NA,2020,NA,"107","Education","528",NA,"Ages_NA","2","Tub","NA","Educational","Small"
"938","45680","Expansion Set",NA,2020,NA,"103","Education","603",NA,"Ages_NA",NA,"Box","NA","Educational","Small"
"939","45681","Spike Prime Expansion Set (v2)",NA,2021,NA,"103","Education","604",NA,"Ages_NA",NA,"Box","NA","NA","Small"
"940","45813","RePLAY Challenge Kit",NA,2020,NA,"231","Education","1634",NA,"Ages_9+","2,","Box","NA","Educational","Small"
"941","45814","PLAYMAKERS Explore Set",NA,2020,NA,"216","Education","779",NA,"Ages_7+",NA,"Box","NA","Educational","Small"
"942","45815","PLAYMAKERS Discover Set",NA,2020,NA,"23","Education","76",NA,"Ages_4 - 6","4,","Box","NA","Educational","Small"
"943","45816","CARGO CONNECT Challenge Kit",NA,2021,NA,"265","Education","1920",NA,"Ages_9+",NA,"Box","NA","Educational","Small"
"944","45817","CARGO CONNECT Explore Set",NA,2021,NA,"276","Education","885",NA,"Ages_7+",NA,"Box","NA","Educational","Small"
"945","45818","CARGO CONNECT Discover Set",NA,2021,NA,"38","Education","77",NA,"Ages_4+",NA,"Box","NA","Educational","Small"
"946","45820","SUPERPOWERED Challenge Kit",NA,2022,NA,"352","Education","NA",NA,"Ages_9+",NA,"Box","NA","Educational","Small"
"947","45821","SUPERPOWERED Explore Set",NA,2022,NA,"313","Education","NA",NA,"Ages_7+",NA,"Box","NA","Educational","Small"
"948","45822","SUPERPOWERED Discover Set",NA,2022,NA,"39","Education","80",NA,"Ages_4+",NA,"Box","NA","Educational","Small"
"949","51515","Robot Inventor",NA,2020,NA,"143","Mindstorms","949",NA,"Ages_10+",NA,"Box","0Kg (0 lb)","Retail - limited","Small"
"950","60241","Police Dog Unit",NA,2020,NA,"48","City","67",NA,"Ages_4+","2,","Box","0.12Kg (0.28 lb)","Retail","Small"
"951","60242","Police Highway Arrest",NA,2020,NA,"98","City","185",NA,"Ages_5+","2,","Box","0.33Kg (0.73 lb)","Retail","Small"
"952","60243","Police Helicopter Chase",NA,2020,NA,"127","City","212",NA,"Ages_5+","4,","Box","0.52Kg (1.16 lb)","Retail","Small"
"953","60244","Police Helicopter Transport",NA,2020,NA,"162","City","317",NA,"Ages_5+","4,","Box","0.72Kg (1.58 lb)","Retail","Small"
"954","60245","Police Monster Truck Heist",NA,2020,NA,"198","City","362",NA,"Ages_5+","5,","Box","0.85Kg (1.87 lb)","Retail","Small"
"955","60246","Police Station",NA,2020,NA,"298","City","743",NA,"Ages_6+","7,","Box","1.85Kg (4.06 lb)","Retail","Small"
"956","60247","Forest Fire",NA,2020,NA,"49","City","84",NA,"Ages_5+","1","Box","0.13Kg (0.3 lb)","Retail","Small"
"957","60248","Fire Helicopter Response",NA,2020,NA,"62","City","93",NA,"Ages_5+","3,","Box","0.25Kg (0.55 lb)","Retail","Small"
"958","60249","Street Sweeper",NA,2020,NA,"55","City","89",NA,"Ages_5+","1,","Box","0.14Kg (0.31 lb)","Retail","Small"
"959","60250","Mail Plane",NA,2020,NA,"55","City","74",NA,"Ages_5+","1,","Box","0.15Kg (0.33 lb)","Retail","Small"
"960","60251","Monster Truck",NA,2020,NA,"34","City","55",NA,"Ages_5+","1,","Box","0.14Kg (0.31 lb)","Retail","Small"
"961","60252","Construction Bulldozer",NA,2020,NA,"79","City","126",NA,"Ages_4+","2,","Box","0.35Kg (0.78 lb)","Retail","Small"
"962","60253","Ice-Cream Truck",NA,2020,NA,"112","City","200",NA,"Ages_5+","2,","Box","0.37Kg (0.82 lb)","Retail","Small"
"963","60254","Race Boat Transporter",NA,2020,NA,"123","City","238",NA,"Ages_5+","2,","Box","0.56Kg (1.24 lb)","Retail","Small"
"964","60255","Stunt Team",NA,2020,NA,"34","City","62",NA,"Ages_5+","2,","Box","0.1Kg (0.23 lb)","Retail","Small"
"965","60256","Racing Cars",NA,2020,NA,"101","City","190",NA,"Ages_5+","2,","Box","0.34Kg (0.75 lb)","Retail","Small"
"966","60257","Service Station",NA,2020,NA,"179","City","354",NA,"Ages_5+","4,","Box","0.7Kg (1.55 lb)","Retail","Small"
"967","60258","Tuning Workshop",NA,2020,NA,"411","City","897",NA,"Ages_6+","7,","Box","1.63Kg (3.58 lb)","Retail","Small"
"968","60260","Air Race",NA,2020,NA,"84","City","140",NA,"Ages_5+","3,","Box","0.51Kg (1.11 lb)","Retail","Small"
"969","60261","Central Airport",NA,2020,NA,"166","City","286",NA,"Ages_4+","6,","Box","0.82Kg (1.81 lb)","Retail","Small"
"970","60262","Passenger Airplane",NA,2020,NA,"288","City","669",NA,"Ages_6+","9,","Box","1.77Kg (3.9 lb)","Retail","Small"
"971","60263","Ocean Mini-Submarine",NA,2020,NA,"30","City","41",NA,"Ages_4+","1,","Box","0.13Kg (0.28 lb)","Retail","Small"
"972","60264","Ocean Exploration Submarine",NA,2020,NA,"132","City","286",NA,"Ages_5+","4,","Box","0.52Kg (1.15 lb)","Retail","Small"
"973","60265","Ocean Exploration Base",NA,2020,NA,"183","City","497",NA,"Ages_6+","5,","Box","1.1Kg (2.42 lb)","Retail","Small"
"974","60266","Ocean Exploration Ship",NA,2020,NA,"315","City","745",NA,"Ages_7+","8,","Box","2.28Kg (5.03 lb)","Retail","Small"
"975","60267","Safari Off-Roader",NA,2020,NA,"86","City","168",NA,"Ages_5+","2,","Box","0.34Kg (0.76 lb)","Retail","Small"
"976","60268","City Advent Calendar",NA,2020,NA,"183","City","342",NA,"Ages_5+","6,","Box","0.42Kg (0.93 lb)","Retail","Small"
"977","60270","Police Brick Box",NA,2020,NA,"162","City","301",NA,"Ages_5+","4,","Tub","1Kg (2.21 lb)","Retail","Small"
"978","60271","Main Square",NA,2020,NA,"511","City","1517",NA,"Ages_6+","15,","Box","3.06Kg (6.74 lb)","LEGO exclusive","Small"
"979","60272","Elite Police Boat Transport",NA,2020,NA,"107","City","166",NA,"Ages_5+","2,","Box","0.38Kg (0.84 lb)","Retail","Small"
"980","60273","Elite Police Driller Chase",NA,2020,NA,"87","City","179",NA,"Ages_5+","2,","Box","0.37Kg (0.82 lb)","Retail","Small"
"981","60274","Elite Police Lighthouse Capture",NA,2020,NA,"108","City","189",NA,"Ages_5+","2,","Box","0.38Kg (0.84 lb)","Retail","Small"
"982","60275","Police Helicopter","-",2021,NA,"44","City","51",NA,"Ages_4+","2,","Box","0.13Kg (0.28 lb)","Retail","Small"
"983","60276","Police Prisoner Transport","-",2021,NA,"142","City","244",NA,"Ages_5+","4,","Box","0.44Kg (0.97 lb)","Retail","Small"
"984","60277","Police Patrol Boat","-",2021,NA,"145","City","276",NA,"Ages_5+","5,","Box","0.8Kg (1.75 lb)","Retail","Small"
"985","60278","Crook's Hideout Raid",NA,2021,NA,NA,"City","654",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"986","60279","Fire Hazard Truck","-",2021,NA,"52","City","87",NA,"Ages_5+","1,","Box","0.13Kg (0.29 lb)","Retail","Small"
"987","60280","Fire Ladder Truck","-",2021,NA,"57","City","88",NA,"Ages_4+","2,","Box","0.31Kg (0.69 lb)","Retail","Small"
"988","60281","Fire Rescue Helicopter","-",2021,NA,"126","City","212",NA,"Ages_5+","3,","Box","0.56Kg (1.23 lb)","Retail","Small"
"989","60282","Fire Command Unit","-",2021,NA,"177","City","380",NA,"Ages_6+","4,","Box","0.92Kg (2.03 lb)","Retail","Small"
"990","60283","Holiday Camper Van","146.28 Kr",2021,NA,"109","City","190",NA,"Ages_5+","3,","Box","0.37Kg (0.82 lb)","Retail","Small"
"991","60284","Roadwork Truck","237.03 Kr*",2021,NA,"36","City","58",NA,"Ages_4+","1,","Box","0.14Kg (0.3 lb)","Retail","Small"
"992","60285","Sports Car","271.90 Kr",2021,NA,"50","City","89",NA,"Ages_5+","1,","Box","0.16Kg (0.36 lb)","Retail","Small"
"993","60286","Beach Rescue ATV","-",2021,NA,"54","City","79",NA,"Ages_5+","1,","Box","0.15Kg (0.33 lb)","Retail","Small"
"994","60287","Tractor","148.99 Kr",2021,NA,"80","City","148",NA,"Ages_5+","2,","Box","0.34Kg (0.75 lb)","Retail","Small"
"995","60288","Race Buggy Transporter","520.17 Kr",2021,NA,"120","City","210",NA,"Ages_5+","2,","Box","0.44Kg (0.98 lb)","Retail","Small"
"996","60289","Airshow Jet Transporter","-",2021,NA,"133","City","281",NA,"Ages_5+","2,","Box","0.56Kg (1.24 lb)","Retail","Small"
"997","60290","Skate Park","501.07 Kr*",2021,NA,"106","City","195",NA,"Ages_5+","4,","Box","0.45Kg (0.99 lb)","Retail","Small"
"998","60291","Family House","399.56 Kr",2021,NA,"191","City","388",NA,"Ages_5+","4,","Box","1.02Kg (2.24 lb)","Retail","Small"
"999","60292","Town Center","-",2021,NA,"349","City","790",NA,"Ages_6+","10,","Box","1.72Kg (3.8 lb)","Retail","Small"
"1000","60293","Stunt Park","-",2021,NA,"85","City","170",NA,"Ages_5+","2,","Box","0.47Kg (1.04 lb)","Retail","Small"
"1001","60294","Stunt Show Truck","670.44 Kr*",2021,NA,"172","City","420",NA,"Ages_6+","4,","Box","0.97Kg (2.13 lb)","Retail","Small"
"1002","60295","Stunt Show Arena","-",2021,NA,"241","City","668",NA,"Ages_6+","7,","Box","1.53Kg (3.37 lb)","Retail","Small"
"1003","60296","Wheelie Stunt Bike","-",2021,NA,"14","City","14",NA,"Ages_5+","1,","Box","0.05Kg (0.1 lb)","Retail","Small"
"1004","60297","Demolition Stunt Bike","-",2021,NA,"12","City","12",NA,"Ages_5+","1,","Box","0.05Kg (0.1 lb)","Retail","Small"
"1005","60298","Rocket Stunt Bike","-",2021,NA,"14","City","14",NA,"Ages_5+","1,","Box","0.05Kg (0.1 lb)","Retail","Small"
"1006","60299","Stunt Competition","134.02 Kr",2021,NA,"47","City","73",NA,"Ages_5+","2,","Box","0.22Kg (0.49 lb)","Retail","Small"
"1007","60300","Wildlife Rescue ATV","-",2021,NA,"45","City","74",NA,"Ages_5+","1,","Box","0.12Kg (0.26 lb)","Retail","Small"
"1008","60301","Wildlife Rescue Off-Roader","372.40 Kr*",2021,NA,"99","City","157",NA,"Ages_4+","3,","Box","0.59Kg (1.3 lb)","Retail","Small"
"1009","60302","Wildlife Rescue Operation","-",2021,NA,"253","City","525",NA,"Ages_6+","4,","Box","1.19Kg (2.61 lb)","Retail","Small"
